star_rating,review_body
1,"The product was as described, it arrived very quickly, but many people I talk to you the phone can't hear me very well.  It is possible that the case somehow blocks the speaker slightly to cause this problem.  I am pleased as to the quality with that exception."
1,Really nice and usable. Thanks
1,Thank you
0,I can't really use this case for me it is too bulky.
1,As advertised.
1,Excellent product. ...
1,"Does the job, i.e. good protection, while remaining light and very thin. I just wish the material would let the color of the phone pass through some more."
-1,They were okay brought for my granddaughter she liked them
1,Love this adapter. Charges my phone really fast
0,"Glad it came in a 4 pack because 3 of them no longer charge my iPhone. Get what you pay for, I suppose."
1,"I have trusted OtterBox for as long as I can remember; however, I have become addicted to LifeProof over this last six months. I guess I liked the clear case and slick look. Nonetheless, when I put this case on my Galaxy (work-phone), I remembered why I LOVE OtterBox. Not only is it fairly professional looking (it is a pretty basic, simple looking case), but it really is like encasing your phone in safety!<br />This case WILL hold up to a serious drop, it will (obviously) protect your phone from scratches and scuffs, and it will give it a pretty cool, polished look.<br /><br />LifeProof is PRICY. And, when I put this on, I realized that OtterBox is slightly better for everyday use than LifeProof (unless you are a devout hiker or outdoors person ... then, LifeProof might be the way to go).<br /><br />So highly recommended!"
-1,"Bought these expecting them to last me at least a few months (couldn't argue with the price) but they lasted one day, with just using them at home.  The left headphone has already stopped working with under an hour of use.  Very unhappy with my purchase, I would not advise anyone to order these.  They seem to be built good and they appear to be durable, but no it is in fact the exact opposite."
1,Boyfriend loves it.
-1,"The charger is finicky when to work, and makes my phone act up while charging, the screen loses control."
1,"Upgraded from a G3 (not from Amazon, sorry - went to the local Blue Box store)<br /><br />It's a good phone - makes & receives phone calls extremely well - depending on signal strength.<br />  Camera is awesome<br />  You can add an SD card for additional storage<br />  You can change the battery (I recommend getting one from LG with the charger for it)<br />  Music sounds good<br /><br />Cons<br />  Seems to limited to Google browsing. I tried a couple others, including my favorite Firefox & they just seem to bog down.<br />  The leather back looks cool, but when I have it on, my soft case doesn't stay on very well. I drop things - need that baby buggy bumper.<br /><br />Big Con - What engineer decided to put the on/off button in the middle of the volume up/down buttons? Am I the only one who goes to raise the volume on a song & puts my phone to sleep?  Or, in the process of turning the phone &#34;on/off&#34; during a day, eventually turns the volume down so low, I miss the &#34;important&#34; call from my wife?<br /><br />Lately - trying to put the phone to sleep with the on/off button takes a screenshot ?????<br /><br />Come on LG - get some engineer who have to live with fat fingers like the rest of us."
1,"Update: Anker's stellar customer service contacted me and sent out another cable that has been working great for a week now! As a result, I've bumped up my review to 4 stars since I now have a working cable - but would've preferred to have a working cable to begin with (not a month later).<br /><br />I've been using it for only about a month or two, and the tip of the micro-usb side is already bent/broken, and doesn't work properly all the time anymore. Sometimes it's charging, other times it's not charging unless I fiddle with it.<br /><br />I'm very careful with my electronics, and have never done anything to cause excess strain on the cable - especially not bent or yanked the cable out in unnatural angles. I've bought many microusb cables, and some have frayed and whatnot - but I've never had one with such a cheap tip that bends off so easily."
